model,launchDate,numCores,numThreads,baseClock,maxboostClock,allCoreBoostSpeed,L1Cache,L2Cache,L3Cache,processTech,PCIeVersion,PCIeLanes,defaultTDP,configTDP,tjMax,sysMemType,sysMemSpecs,memChannels,perSocketMemBW,graphicsCores,graphicsFreq,unlocked,platform,cpuSocket,socketCount,family,line,graphicsModel,thermalSolution
AMD Ryzen™ 5 3600X,2019,6,12,3.8,4.4,,384,3,32,7,4.0,16,95,,95,DDR4,3200,2,,,,Yes,Desktop,AM4,,AMD Ryzen™ Processors,AMD Ryzen™ 5 Desktop Processors,,Wraith Spire
AMD Ryzen™ 7 3700X,2019,8,16,3.6,4.4,,512,4,32,7,4.0,16,65,,95,DDR4,3200,2,,,,Yes,Desktop,AM4,,AMD Ryzen™ Processors,AMD Ryzen™ 7 Desktop Processors,,Wraith Prism
AMD Ryzen™ 7 3800X,2019,8,16,3.9,4.5,,512,4,32,7,4.0,16,105,,95,DDR4,3200,2,,,,Yes,Desktop,AM4,,AMD Ryzen™ Processors,AMD Ryzen™ 7 Desktop Processors,,Wraith Prism
AMD Ryzen™ 9 3900X,2019,12,24,3.8,4.6,,768,6,64,7,4.0,16,105,,95,DDR4,3200,2,,,,Yes,Desktop,AM4,,AMD Ryzen™ Processors,AMD Ryzen™ 9 Desktop Processors,,Wraith Prism
AMD Ryzen™ 3 PRO 3300U,2019,4,4,2.1,3.5,,384,2,4,12,3.0,,15,12-25,95,,2400,2,,6,1200,No,Laptop,FP5,,AMD Ryzen™ PRO Processors,AMD Ryzen™ 3 PRO Mobile Processors with Radeon™ Vega Graphics,Radeon™ Vega 6 Graphics,
AMD Ryzen™ 5 PRO 3500U,2019,4,8,2.1,3.7,,384,2,4,12,3.0,,15,12-25,95,,2400,2,,8,1200,No,Laptop,FP5,,AMD Ryzen™ PRO Processors,AMD Ryzen™ 5 PRO Mobile Processors with Radeon™ Vega Graphics,Radeon™ Vega 8 Graphics,
AMD Ryzen™ 7 PRO 3700U,2019,4,8,2.3,4,,384,2,4,12,3.0,,15,12-25,95,,2400,2,,10,1400,No,Laptop,FP5,,AMD Ryzen™ PRO Processors,AMD Ryzen™ 7 PRO Mobile Processors with Radeon™ Vega Graphics,Radeon™ Vega 10 Graphics,
AMD Ryzen™ 3 3200U,2019,2,4,2.6,3.5,,192,1,4,14,3.0,,15,12-25,105,,2400,2,,3,1200,No,Laptop,FP5,,AMD Ryzen™ Processors,AMD Ryzen™ 3 Mobile Processors with Radeon™ Vega Graphics,Radeon™ Vega 3 Graphics,
AMD Ryzen™ 3 3300U,2019,4,4,2.1,3.5,,384,2,4,12,3.0,,15,12-35,105,,2400,2,,6,1200,No,Laptop,FP5,,AMD Ryzen™ Processors,AMD Ryzen™ 3 Mobile Processors with Radeon™ Vega Graphics,Radeon™ Vega 6 Graphics,
AMD Ryzen™ 3 3350U,2019,4,4,2.1,3.5,,348,2,4,12,3.0,,15,12-35,105,,2400,2,,6,1200,No,Laptop,FP5,,AMD Ryzen™ Processors,AMD Ryzen™ 3 Mobile Processors with Radeon™ Vega Graphics,Radeon™ Vega 6 Graphics,
AMD Ryzen™ 3 PRO 2300U,2019,4,4,2,3.4,,384,2,4,14,3.0,,15,12-25,95,DDR4,2400,2,,6,1100,No,Laptop,FP5,,AMD Ryzen™ PRO Processors,AMD Ryzen™ 3 PRO Mobile Processors with Radeon™ Vega Graphics,Radeon™ Vega 6 Graphics,
AMD Ryzen™ 5 3500U,2019,4,8,2.1,3.7,,384,2,4,12,3.0,,15,12-35,105,,2400,2,,8,1200,No,Laptop,FP5,,AMD Ryzen™ Processors,AMD Ryzen™ 5 Mobile Processors with Radeon™ Vega Graphics,Radeon™ Vega 8 Graphics,
AMD Ryzen™ 5 3550H,2019,4,8,2.1,3.7,,384,2,4,12,3.0,,35,12-35,105,,2400,2,,8,1200,No,Laptop,FP5,,AMD Ryzen™ Processors,AMD Ryzen™ 5 Mobile Processors with Radeon™ Vega Graphics,Radeon™ Vega 8 Graphics,
AMD Ryzen™ 5 PRO 2500U,2019,4,8,2,3.6,,384,2,4,14,3.0,,15,12-25,95,DDR4,2400,2,,8,1100,No,Laptop,FP5,,AMD Ryzen™ PRO Processors,AMD Ryzen™ 5 PRO Mobile Processors with Radeon™ Vega Graphics,Radeon™ Vega 8 Graphics,
AMD Ryzen™ 7 3700U,2019,4,8,2.3,4,,384,2,4,12,3.0,,15,12-35,105,DDR4,2400,2,,10,1400,No,Laptop,FP5,,AMD Ryzen™ Processors,AMD Ryzen™ 7 Mobile Processors with Radeon™ RX Vega Graphics,Radeon™ RX Vega 10 Graphics,
AMD Ryzen™ 7 3750H,2019,4,8,2.3,4,,384,2,4,12,3.0,,35,12-35,105,,2400,2,,10,1400,No,Laptop,FP5,,AMD Ryzen™ Processors,AMD Ryzen™ 7 Mobile Processors with Radeon™ RX Vega Graphics,Radeon™ RX Vega 10 Graphics,
AMD Ryzen™ 7 PRO 2700U,2019,4,8,2.2,3.8,,384,2,4,14,3.0,,15,12-25,95,DDR4,2400,2,,10,1300,No,Laptop,FP5,,AMD Ryzen™ PRO Processors,AMD Ryzen™ 7 PRO Mobile Processors with Radeon™ Vega Graphics,Radeon™ Vega 10 Graphics,
AMD Ryzen™ Threadripper™ 2920X,2018,12,24,3.5,4.3,,1152,6,32,12,3.0,,180,,68,DDR4,2933,4,,,,Yes,Desktop,sTR4,,AMD Ryzen™ Processors,AMD Ryzen™ Threadripper™ Processors,,
AMD Ryzen™ 3 2300X,2018,4,4,3.5,4,,384,2,8,12,3.0,,65,,95,DDR4,2933,2,,,,Yes,Desktop,AM4,,AMD Ryzen™ Processors,AMD Ryzen™ 3 Desktop Processors,,
AMD Ryzen™ 5 2500X,2018,4,8,3.6,4,,384,2,8,12,3.0,,65,,95,DDR4,2933,2,,,,Yes,Desktop,AM4,,AMD Ryzen™ Processors,AMD Ryzen™ 5 Desktop Processors,,
AMD Ryzen™ 5 2600H,2018,4,8,3.2,3.6,,192,2,4,14,3.0,,45,35-54,95,DDR4,3200,2,,8,1100,No,Laptop,FP5,,AMD Ryzen™ Processors,AMD Ryzen™ 5 Mobile Processors with Radeon™ Vega Graphics,Radeon™ Vega 8 Graphics,
AMD Ryzen™ 7 2800H,2018,4,8,3.3,3.8,,192,2,4,14,3.0,,45,35-54,95,DDR4,3200,2,,11,1300,No,Laptop,FP5,,AMD Ryzen™ Processors,AMD Ryzen™ 7 Mobile Processors with Radeon™ RX Vega Graphics,Radeon™ RX Vega 11 Graphics,
AMD Ryzen™ 5 2600E,2018,6,12,3.1,4,,578,3,16,12,3.0,,45,,95,DDR4,2666,2,,,,Yes,Desktop,AM4,,AMD Ryzen™ Processors,AMD Ryzen™ 5 Desktop Processors,,
AMD Ryzen™ 7 2700E,2018,8,16,2.8,4,,768,4,16,12,3.0,,45,,95,DDR4,2666,2,,,,Yes,Desktop,AM4,,AMD Ryzen™ Processors,AMD Ryzen™ 7 Desktop Processors,,
AMD Ryzen™ Threadripper™ 2950X,2018,16,32,3.5,4.4,,1536,8,32,12,3.0,,180,,68,DDR4,2933,4,,,,Yes,Desktop,sTR4,,AMD Ryzen™ Processors,AMD Ryzen™ Threadripper™ Processors,,
AMD Ryzen™ Threadripper™ 2990WX,2018,32,64,3,4.2,,3072,16,64,12,3.0,,250,,68,DDR4,2933,4,,,,Yes,Desktop,sTR4,,AMD Ryzen™ Processors,AMD Ryzen™ Threadripper™ Processors,,
AMD Ryzen™ Threadripper™ 2970WX,2018,24,48,3,4.2,,2304,12,64,12,3.0,,250,,68,DDR4,2933,4,,,,Yes,Desktop,sTR4,,AMD Ryzen™ Processors,AMD Ryzen™ Threadripper™ Processors,,
7th Gen A4-9125 APU,2018,2,,2.3,2.6,,,1,,28,3.0,,15,10-15,90,,2133,1,,2,686,No,Laptop,,,AMD A-Series Processors,AMD A4-Series APU for Laptops,AMD Radeon™ R3 Graphics,
7th Gen A6-9225 APU,2018,2,,2.6,3.1,,,1,,28,3.0,,15,10-15,90,DDR4,2133,1,,3,686,No,Laptop,,,AMD A-Series Processors,AMD A6-Series APU for Laptops,AMD Radeon™ R4 Graphics,
7th Gen A9-9425 APU,2018,2,,3.1,3.7,,,1,,28,3.0,,15,10-15,90,DDR4,2133,1,,3,900,No,Laptop,,,AMD A-Series Processors,AMD A9-Series APU for Laptops,AMD Radeon™ R5 Graphics,
7th Gen AMD PRO A4-4350B APU,2018,2,,2.5,2.9,,,1,,28,3.0,,15,,90,DDR4,2133,1,,3,655,No,Laptop,,,AMD PRO A-Series Processors,AMD PRO A-Series A4 APU for Laptops,AMD Radeon™ R4 Graphics,
AMD Ryzen™ 3 PRO 2200G with Radeon™ Vega 8 Graphics,2018,4,4,3.5,3.7,,384,2,4,14,3.0,,65,45-65,95,DDR4,2933,2,,8,1100,No,Desktop,AM4,,AMD Ryzen™ PRO Processors,AMD Ryzen™ 3 PRO Desktop Processors with Radeon™ Vega Graphics,Radeon™ Vega 8 Graphics,Wraith Stealth
AMD Ryzen™ 3 PRO 2200GE with Radeon™ Vega 8 Graphics,2018,4,4,3.2,3.6,,384,2,4,14,3.0,8,35,,95,DDR4,2933,2,,8,1100,No,Desktop,AM4,,AMD Ryzen™ PRO Processors,AMD Ryzen™ 3 PRO Desktop Processors with Radeon™ Vega Graphics,Radeon™ Vega 8 Graphics,
AMD Ryzen™ 5 PRO 2400G with Radeon™ Vega 11 Graphics,2018,4,8,3.6,3.9,,384,2,4,14,3.0,,65,45-65,95,DDR4,2933,2,,11,1250,No,Desktop,AM4,,AMD Ryzen™ PRO Processors,AMD Ryzen™ 5 PRO Desktop Processors with Radeon™ Vega Graphics,Radeon™ Vega 11 Graphics,Wraith Stealth
AMD Ryzen™ 5 PRO 2400GE with Radeon™ Vega 11 Graphics,2018,4,8,3.2,3.8,,384,2,4,14,3.0,8,35,,95,DDR4,2933,2,,11,1250,No,Desktop,AM4,,AMD Ryzen™ PRO Processors,AMD Ryzen™ 5 PRO Desktop Processors with Radeon™ Vega Graphics,Radeon™ Vega 11 Graphics,
AMD Ryzen™ 3 2200GE with Radeon™ Vega 8 Graphics,2018,4,4,3.2,3.6,,384,2,4,14,3.0,8,35,,95,DDR4,2933,2,,8,1100,Yes,Desktop,AM4,,AMD Ryzen™ Processors,AMD Ryzen™ 3 Desktop Processors with Radeon™ Vega Graphics,Radeon™ Vega 8 Graphics,
AMD Ryzen™ 5 2400GE with Radeon™ RX Vega 11 Graphics,2018,4,8,3.2,3.8,,384,2,4,14,3.0,8,35,,95,DDR4,2933,2,,11,1250,Yes,Desktop,AM4,,AMD Ryzen™ Processors,AMD Ryzen™ 5 Desktop Processors with Radeon™ Vega Graphics,Radeon™ RX Vega 11 Graphics,
AMD Ryzen™ 5 2600,2018,6,12,3.4,3.9,,576,3,16,12,3.0,16,65,,95,DDR4,2933,2,,,,Yes,Desktop,AM4,,AMD Ryzen™ Processors,AMD Ryzen™ 5 Desktop Processors,,Wraith Stealth
AMD Ryzen™ 5 2600X,2018,6,12,3.6,4.2,,576,3,16,12,3.0,16,95,,95,DDR4,2933,2,,,,Yes,Desktop,AM4,,AMD Ryzen™ Processors,AMD Ryzen™ 5 Desktop Processors,,Wraith Spire
AMD Ryzen™ 7 2700,2018,8,16,3.2,4.1,,768,4,16,12,3.0,16,65,,95,DDR4,2933,2,,,,Yes,Desktop,AM4,,AMD Ryzen™ Processors,AMD Ryzen™ 7 Desktop Processors,,Wraith Spire
AMD Ryzen™ 7 2700X,2018,8,16,3.7,4.3,,768,4,16,12,3.0,16,105,,85,DDR4,2933,2,,,,Yes,Desktop,AM4,,AMD Ryzen™ Processors,AMD Ryzen™ 7 Desktop Processors,,Wraith Prism
AMD Ryzen™ 3 2200G with Radeon™ Vega 8 Graphics,2018,4,4,3.5,3.7,,384,2,4,14,3.0,8,65,45-65,95,DDR4,2933,2,,8,1100,Yes,Desktop,AM4,,AMD Ryzen™ Processors,AMD Ryzen™ 3 Desktop Processors with Radeon™ Vega Graphics,Radeon™ Vega 8 Graphics,Wraith Stealth
AMD Ryzen™ 5 2400G with Radeon™ RX Vega 11 Graphics,2018,4,8,3.6,3.9,,384,2,4,14,3.0,8,65,45-65,95,DDR4,2933,2,,11,1250,Yes,Desktop,AM4,,AMD Ryzen™ Processors,AMD Ryzen™ 5 Desktop Processors with Radeon™ Vega Graphics,Radeon™ RX Vega 11 Graphics,Wraith Stealth
AMD Ryzen™ 3 2200U,2018,2,4,2.5,3.4,,384,1,4,14,3.0,,15,12-25,95,DDR4,2400,2,,3,1100,No,Laptop,FP5,,AMD Ryzen™ Processors,AMD Ryzen™ 3 Mobile Processors with Radeon™ Vega Graphics,Radeon™ Vega 3 Graphics,
AMD Ryzen™ 3 2300U,2018,4,4,2,3.4,,384,2,4,14,3.0,,15,12-25,95,DDR4,2400,2,,6,1100,No,Laptop,FP5,,AMD Ryzen™ Processors,AMD Ryzen™ 3 Mobile Processors with Radeon™ Vega Graphics,Radeon™ Vega 6 Graphics,
7th Gen AMD PRO A6-7350B APU,2018,2,,3,3.6,,,1,,28,3.0,,15,,90,DDR4,2133,1,,3,847,No,Laptop,,,AMD PRO A-Series Processors,AMD PRO A-Series A6 APU for Laptops,AMD Radeon™ R5 Graphics,
AMD Ryzen™ 5 2500U,2017,4,8,2,3.6,,384,2,4,14,3.0,,15,12-25,95,DDR4,2400,2,,8,1100,No,Laptop,FP5,,AMD Ryzen™ Processors,AMD Ryzen™ 5 Mobile Processors with Radeon™ Vega Graphics,Radeon™ Vega 8 Graphics,
AMD Ryzen™ 7 2700U,2017,4,8,2.2,3.8,,384,2,4,14,3.0,,15,12-25,95,DDR4,2400,2,,10,1300,No,Laptop,FP5,,AMD Ryzen™ Processors,AMD Ryzen™ 7 Mobile Processors with Radeon™ RX Vega Graphics,Radeon™ RX Vega 10 Graphics,
AMD Ryzen™ Threadripper™ 1900X,2017,8,16,3.8,4,,768,4,16,14,3.0,,180,,68,DDR4,2666,4,,,,Yes,Desktop,sTR4,,AMD Ryzen™ Processors,AMD Ryzen™ Threadripper™ Processors,,
AMD Ryzen™ Threadripper™ 1920X,2017,12,24,3.5,4,,1152,6,32,14,3.0,,180,,68,DDR4,2666,4,,,,Yes,Desktop,sTR4,,AMD Ryzen™ Processors,AMD Ryzen™ Threadripper™ Processors,,
AMD Ryzen™ Threadripper™ 1950X,2017,16,32,3.4,4,,1536,8,32,14,3.0,,180,,68,DDR4,2666,4,,,,Yes,Desktop,sTR4,,AMD Ryzen™ Processors,AMD Ryzen™ Threadripper™ Processors,,
7th Gen A6-9550 APU,2017,2,,3.8,4,,,1,,28,3.0,8,65,45-65,90,DDR4,2400,2,,6,1029,Yes,Desktop,AM4,,AMD A-Series Processors,AMD A6-Series APU for Desktops,Radeon™ R5 Series,
7th Gen AMD Athlon™ X4 940,2017,4,4,3.2,3.6,,,2,,28,3.0,,65,45-65,,DDR4,2400,,,,,Yes,Desktop,AM4,,AMD Athlon™ Processors,AMD Athlon™ X4,,
7th Gen AMD Athlon™ X4 950,2017,4,4,3.5,3.8,,,2,,28,3.0,,65,45-65,,DDR4,2400,,,,,Yes,Desktop,AM4,,AMD Athlon™ Processors,AMD Athlon™ X4,,
7th Gen AMD Athlon™ X4 970,2017,4,4,3.8,4,,,2,,28,3.0,,65,,,DDR4,2400,,,,,Yes,Desktop,AM4,,AMD Athlon™ Processors,AMD Athlon™ X4,,
AMD Ryzen™ 3 1200,2017,4,4,3.1,3.4,,384,2,8,14,3.0,16,65,,95,DDR4,2666,2,,,,Yes,Desktop,AM4,,AMD Ryzen™ Processors,AMD Ryzen™ 3 Desktop Processors,,Wraith Stealth
AMD Ryzen™ 3 1300X,2017,4,4,3.5,3.7,,384,2,8,14,3.0,16,65,,95,DDR4,2666,2,,,,Yes,Desktop,AM4,,AMD Ryzen™ Processors,AMD Ryzen™ 3 Desktop Processors,,Wraith Stealth
AMD Ryzen™ 3 PRO 1200,2017,4,4,3.1,3.4,,384,2,8,14,3.0,16,65,,95,DDR4,2666,2,,,,No,Desktop,AM4,,AMD Ryzen™ PRO Processors,AMD Ryzen™ 3 PRO Desktop Processors,,Wraith Spire
AMD Ryzen™ 3 PRO 1300,2017,4,4,3.5,3.7,,384,2,8,14,3.0,16,65,,95,DDR4,2666,2,,,,No,Desktop,AM4,,AMD Ryzen™ PRO Processors,AMD Ryzen™ 3 PRO Desktop Processors,,
AMD Ryzen™ 5 PRO 1500,2017,4,8,3.5,3.7,,384,2,16,14,3.0,16,65,,95,DDR4,2666,2,,,,No,Desktop,AM4,,AMD Ryzen™ PRO Processors,AMD Ryzen™ 5 PRO Desktop Processors,,
AMD Ryzen™ 5 PRO 1600,2017,6,12,3.2,3.6,,576,3,16,14,3.0,16,65,,95,DDR4,2666,2,,,,No,Desktop,AM4,,AMD Ryzen™ PRO Processors,AMD Ryzen™ 5 PRO Desktop Processors,,
AMD Ryzen™ 7 PRO 1700,2017,8,16,3,3.7,,768,4,16,14,3.0,16,65,,95,DDR4,2666,2,,,,No,Desktop,AM4,,AMD Ryzen™ PRO Processors,AMD Ryzen™ 7 PRO Desktop Processors,,
AMD Ryzen™ 7 PRO 1700X,2017,8,16,3.4,3.8,,,4,16,14,3.0,16,95,,95,DDR4,2666,2,,,,No,Desktop,AM4,,AMD Ryzen™ PRO Processors,AMD Ryzen™ 7 PRO Desktop Processors,,
AMD Ryzen™ 5 1400,2017,4,8,3.2,3.4,,384,2,8,14,3.0,16,65,,95,DDR4,2666,2,,,,Yes,Desktop,AM4,,AMD Ryzen™ Processors,AMD Ryzen™ 5 Desktop Processors,,Wraith Stealth
AMD Ryzen™ 5 1500X,2017,4,8,3.5,3.7,,384,2,16,14,3.0,16,65,,95,DDR4,2666,2,,,,Yes,Desktop,AM4,,AMD Ryzen™ Processors,AMD Ryzen™ 5 Desktop Processors,,Wraith Spire
AMD Ryzen™ 5 1600,2017,6,12,3.2,3.6,,576,3,16,14,3.0,16,65,,95,DDR4,2666,2,,,,Yes,Desktop,AM4,,AMD Ryzen™ Processors,AMD Ryzen™ 5 Desktop Processors,,Wraith Spire
AMD Ryzen™ 5 1600X,2017,6,12,3.6,4,,576,3,16,14,3.0,16,95,,95,DDR4,2666,2,,,,Yes,Desktop,AM4,,AMD Ryzen™ Processors,AMD Ryzen™ 5 Desktop Processors,,
AMD Ryzen™ 7 1700,2017,8,16,3,3.7,,768,4,16,14,3.0,16,65,,95,DDR4,2666,2,,,,Yes,Desktop,AM4,,AMD Ryzen™ Processors,AMD Ryzen™ 7 Desktop Processors,,Wraith Spire
AMD Ryzen™ 7 1700X,2017,8,16,3.4,3.8,,768,4,16,14,3.0,16,95,,95,DDR4,2666,2,,,,Yes,Desktop,AM4,,AMD Ryzen™ Processors,AMD Ryzen™ 7 Desktop Processors,,
AMD Ryzen™ 7 1800X,2017,8,16,3.6,4,,768,4,16,14,3.0,16,95,,95,DDR4,2666,2,,,,Yes,Desktop,AM4,,AMD Ryzen™ Processors,AMD Ryzen™ 7 Desktop Processors,,
7th Gen A4-9120 APU,2017,2,,2.2,2.5,,,1,,28,3.0,,15,10-15,90,DDR4,2133,,,2,655,No,Laptop,,,AMD A-Series Processors,AMD A4-Series APU for Laptops,AMD Radeon™ R3 Graphics,
7th Gen A6-9220 APU,2017,2,,2.5,2.9,,,1,,28,3.0,,15,10-15,90,DDR4,2133,,,3,655,No,Laptop,,,AMD A-Series Processors,AMD A6-Series APU for Laptops,AMD Radeon™ R5 Graphics,
7th Gen A9-9420 APU,2017,2,,3,3.6,,,1,,28,3.0,,15,10-15,90,DDR4,2133,,,3,847,No,Laptop,,,AMD A-Series Processors,AMD A9-Series APU for Laptops,AMD Radeon™ R5 Graphics,
7th Gen E2-9010 APU,2017,2,,0.2,2.2,,,1,,28,3.0,8,15,10-15,90,DDR4,1866,,,2,600,No,Laptop,,,AMD E-Series Processors,AMD E2-Series APU for Laptops,AMD Radeon™ R5 Graphics,
7th Gen AMD PRO A10-9700B APU,2016,4,,2.5,3.4,,,2,,28,,,15,12-15,90,DDR4,1866,2,,6,758,No,Laptop,FP4,,AMD PRO A-Series Processors,AMD PRO A-Series A10 APU for Laptops,R7,
7th Gen AMD PRO A10-9730B APU,2016,4,,2.8,3.5,,,2,,28,,,35,25-45,90,DDR4,2400,2,,6,900,No,Laptop,FP4,,AMD PRO A-Series Processors,AMD PRO A-Series A10 APU for Laptops,R7,
7th Gen AMD PRO A12-9800B APU,2016,4,,2.7,3.6,,,2,,28,,,15,12-15,90,DDR4,1866,2,,8,758,No,Laptop,FP4,,AMD PRO A-Series Processors,AMD PRO A-Series A12 APU for Laptops,R7,
7th Gen AMD PRO A12-9830B APU,2016,4,,3,3.7,,,2,,28,,,35,25-45,90,DDR4,2400,2,,8,900,No,Laptop,FP4,,AMD PRO A-Series Processors,AMD PRO A-Series A12 APU for Laptops,R7,
7th Gen AMD PRO A6-9500B APU,2016,2,,2.3,3.2,,,1,,28,,,15,12-15,90,DDR4,1866,2,,4,800,No,Laptop,FP4,,AMD PRO A-Series Processors,AMD PRO A-Series A6 APU for Laptops,R5,
7th Gen AMD PRO A8-9600B APU,2016,4,,2.4,3.3,,,2,,28,,,15,12-15,90,DDR4,1866,2,,6,720,No,Laptop,FP4,,AMD PRO A-Series Processors,AMD PRO A-Series A8 APU for Laptops,R5,
7th Gen AMD PRO A8-9630B,2016,4,,2.6,3.3,,,2,,28,,,35,25-45,90,DDR4,2400,2,,6,800,No,Laptop,FP4,,AMD PRO A-Series Processors,AMD PRO A-Series A8 APU for Laptops,R5,
7th Gen AMD PRO A10-9700 APU,2016,4,,3.5,3.8,,,2,,28,3.0,,65,45-65,90,DDR4,2400,2,,6,1029,No,Desktop,AM4,,AMD PRO A-Series Processors,AMD PRO A-Series A10 APU for Desktops,R7,
7th Gen AMD PRO A10-9700E APU,2016,4,,3,3.5,,,2,,28,3.0,,35,,90,DDR4,2400,2,,6,847,No,Desktop,AM4,,AMD PRO A-Series Processors,AMD PRO A-Series A10 APU for Desktops,R7,
7th Gen AMD PRO A12-9800 APU,2016,4,,3.8,4.2,,,2,,28,3.0,,65,,90,DDR4,2400,2,,8,1108,No,Desktop,AM4,,AMD PRO A-Series Processors,AMD PRO A-Series A12 APU for Desktops,R7,
7th Gen AMD PRO A12-9800E APU,2016,4,,3.1,3.8,,,2,,28,3.0,,35,,90,DDR4,2400,2,,8,900,No,Desktop,AM4,,AMD PRO A-Series Processors,AMD PRO A-Series A12 APU for Desktops,R7,
7th Gen AMD PRO A6-9500 APU,2016,2,,3.5,3.8,,,1,,28,3.0,,65,45-65,90,DDR4,2400,2,,6,1029,No,Desktop,AM4,,AMD PRO A-Series Processors,AMD PRO A-Series A6 APU for Desktops,R5,
7th Gen AMD PRO A6-9500E APU,2016,2,,3,3.4,,,1,,28,3.0,,35,,90,DDR4,2400,2,,4,800,No,Desktop,AM4,,AMD PRO A-Series Processors,AMD PRO A-Series A6 APU for Desktops,R5,
7th Gen AMD PRO A8-9600 APU,2016,4,,3.1,3.4,,,2,,28,3.0,,65,45-65,90,DDR4,2400,2,,6,900,No,Desktop,AM4,,AMD PRO A-Series Processors,AMD PRO A-Series A8 APU for Desktops,R7,
7th Gen A10-9700 APU,2016,4,,3.5,3.8,,,2,,28,3.0,8,65,45-65,90,DDR4,2400,2,,6,1029,Yes,Desktop,AM4,,AMD A-Series Processors,AMD A10-Series APU for Desktops,Radeon™ R7 Series,
7th Gen A10-9700E APU,2016,4,,3,3.5,,,2,,28,3.0,8,35,,90,DDR4,2400,3,,6,847,Yes,Desktop,AM4,,AMD A-Series Processors,AMD A10-Series APU for Desktops,Radeon™ R7 Series,
7th Gen A12-9800E APU,2016,4,,3.1,3.8,,,2,,28,3.0,8,35,,90,DDR4,2400,2,,8,900,Yes,Desktop,AM4,,AMD A-Series Processors,AMD A12-Series APU for Desktops,Radeon™ R7 Series,
7th Gen A6-9500 APU,2016,2,,3.5,3.8,,,1,,28,3.0,8,65,45-65,90,DDR4,2400,2,,6,1029,Yes,Desktop,AM4,,AMD A-Series Processors,AMD A6-Series APU for Desktops,Radeon™ R5 Series,
7th Gen A6-9500E APU,2016,2,,3,3.4,,,1,,28,3.0,8,35,,90,DDR4,2400,2,,4,800,Yes,Desktop,AM4,,AMD A-Series Processors,AMD A6-Series APU for Desktops,Radeon™ R5 Series,
7th Gen A8-9600 APU,2016,4,,3.1,3.4,,,2,,28,3.0,8,65,45-65,90,DDR4,2400,2,,6,900,Yes,Desktop,AM4,,AMD A-Series Processors,AMD A8-Series APU for Desktops,Radeon™ R7 Series,
6th Gen AMD PRO A10-8770E APU,2016,4,,2.8,3.5,,,2,,28,3.0,,35,,,DDR4,2400,2,,6,847,No,Desktop,AM4,,AMD PRO A-Series Processors,AMD PRO A-Series A10 APU for Desktops,R7,
6th Gen AMD PRO A10-8770 APU,2016,4,,3.5,3.8,,,2,,28,3.0,,65,,,DDR4,2400,2,,6,1029,No,Desktop,AM4,,AMD PRO A-Series Processors,AMD PRO A-Series A10 APU for Desktops,R7,
6th Gen AMD PRO A12-8870 APU,2016,4,,3.7,4.2,,,2,,28,3.0,,65,,,DDR4,2400,2,,8,1108,No,Desktop,AM4,,AMD PRO A-Series Processors,AMD PRO A-Series A12 APU for Desktops,R7,
7th Gen A12-9730P APU,2016,4,,2.8,3.5,,,2,,28,,,35,25-45,90,DDR4,2400,2,,6,900,No,Laptop,FP4,,AMD A-Series Processors,AMD A12-Series APU for Laptops,AMD Radeon™ R7 Graphics,
7th Gen A12-9800 APU,2016,4,,3.8,4.2,,,2,,28,3.0,8,65,,90,DDR4,2400,2,,8,1108,Yes,Desktop,AM4,,AMD A-Series Processors,AMD A12-Series APU for Desktops,Radeon™ R7 Series,
6th Gen AMD PRO A10-8730B APU,2016,4,,2.4,3.3,,,2,,28,,,15,12-15,,DDR4,1866,,,6,720,No,Laptop,FP4,,AMD PRO A-Series Processors,AMD PRO A-Series A10 APU for Laptops,R5,
6th Gen AMD PRO A12-8830B APU,2016,4,,2.5,3.4,,,2,,28,,,15,12-15,,DDR4,1866,,,6,758,No,Laptop,FP4,,AMD PRO A-Series Processors,AMD PRO A-Series A12 APU for Laptops,R7,
6th Gen AMD PRO A6-8530B APU,2016,2,,2.3,3.2,,,1,,28,,,15,12-15,,DDR4,1866,,,4,800,No,Laptop,FP4,,AMD PRO A-Series Processors,AMD PRO A-Series A6 APU for Laptops,R5,
A4 PRO-3350B with Radeon™ R4 Graphics,2016,4,4,2,2.4,,,2,,28,,,15,,90,DDR3,1600,1,,2,800,No,Laptop,FT3b,,AMD PRO A-Series Processors,AMD PRO A-Series A4 APU for Laptops,AMD Radeon™ R4 Graphics,
7th Gen FX™ 9800P APU,2016,4,,2.7,3.6,,,2,,28,,,15,12-15,90,DDR4,1866,2,,8,758,No,Laptop,FP4,,AMD FX-Series Processors,AMD FX-Series Processors for Laptops,AMD Radeon™ R7 Graphics,
7th Gen FX™ 9830P APU,2016,4,,3,3.7,,,2,,28,,,35,25-45,90,DDR4,2400,2,,8,900,No,Laptop,FP4,,AMD FX-Series Processors,AMD FX-Series Processors for Laptops,AMD Radeon™ R7 Graphics,
7th Gen A6-9210 APU,2016,2,,2.4,2.8,,,1,,28,,,15,,90,DDR4,2133,1,,3,600,No,Laptop,,,AMD A-Series Processors,AMD A6-Series APU for Laptops,AMD Radeon™ R4 Graphics,
7th Gen A9-9410 APU,2016,2,,2.9,3.5,,,1,,28,,,25,,90,DDR4,2133,1,,3,800,No,Laptop,,,AMD A-Series Processors,AMD A9-Series APU for Laptops,AMD Radeon™ R5 Graphics,
